weak_adj,strong_adj,SI,freq,semdist,weak_pol,bounded,extreme
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
amazing,miraculous,no_scalar,23,-2.30929143875809,1.3977725993206,0,1
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
angry,violent,no_scalar,29,-1.49758861250316,-0.474434283916746,0,0
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
big,huge,no_scalar,67,-0.449321909842175,0.978985002448785,0,1
